Alpha,T1-10.0 m/s-VLM2, , Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.2 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-21.5 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.3 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-29.3 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-5.2 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            1,      4.844789, ,             1,      4.770028, ,             1,      4.684755, ,             1,      4.530725, ,             1,      4.430805, ,             1,      6.404325, ,             1,      6.316022, ,             1,      6.170065, ,             1,      4.399102, ,             1,       4.37988, ,             1,      4.344219, ,             1,      4.334587, ,             1,      4.314118, ,             1,      4.294873, ,             1,      4.287095, ,             1,       4.26674, ,             1,      4.256169, ,             1,      4.249931, ,             1,      4.246155, ,             1,      5.924061, ,             1,      5.499954, ,             1,      5.429245, ,             1,      5.256162, ,             1,      5.078067, ,             1,      5.024761, , 
          1.2,      4.844465, ,           1.2,      4.771125, ,           1.2,      4.687779, ,           1.2,      4.536916, ,           1.2,      4.441296, ,           1.2,      6.395275, ,           1.2,      6.307159, ,           1.2,      6.161512, ,           1.2,      4.410541, ,           1.2,      4.391709, ,           1.2,       4.35744, ,           1.2,       4.34841, ,           1.2,      4.329219, ,           1.2,      4.310684, ,           1.2,       4.30311, ,           1.2,      4.283287, ,           1.2,      4.273012, ,           1.2,       4.26698, ,           1.2,      4.263328, ,           1.2,      5.916031, ,           1.2,      5.492957, ,           1.2,      5.422687, ,           1.2,      5.250682, ,           1.2,      5.073717, ,           1.2,       5.02133, , 
          1.4,        4.8477, ,           1.4,      4.775841, ,           1.4,      4.694337, ,           1.4,      4.546739, ,           1.4,      4.451284, ,           1.4,      6.388802, ,           1.4,      6.300931, ,           1.4,      6.155689, ,           1.4,      4.421866, ,           1.4,      4.404236, ,           1.4,      4.371402, ,           1.4,       4.36249, ,           1.4,      4.343551, ,           1.4,      4.324749, ,           1.4,      4.316983, ,           1.4,      4.296658, ,           1.4,      4.286254, ,           1.4,      4.280382, ,           1.4,      4.276828, ,           1.4,      5.910891, ,           1.4,      5.489107, ,           1.4,      5.419279, ,           1.4,      5.248356, ,           1.4,       5.07253, ,           1.4,      5.021154, , 
          1.6,      4.853904, ,           1.6,      4.783566, ,           1.6,      4.704032, ,           1.6,      4.559016, ,           1.6,      4.465987, ,           1.6,      6.386465, ,           1.6,      6.298713, ,           1.6,      6.153665, ,           1.6,      4.436447, ,           1.6,      4.418473, ,           1.6,      4.385519, ,           1.6,       4.37675, ,           1.6,      4.358116, ,           1.6,      4.340126, ,           1.6,      4.332776, ,           1.6,      4.313542, ,           1.6,      4.303684, ,           1.6,        4.2981, ,           1.6,      4.294721, ,           1.6,      5.909196, ,           1.6,       5.48814, ,           1.6,      5.418767, ,           1.6,      5.248958, ,           1.6,      5.074303, ,           1.6,      5.023939, , 
          1.8,      4.862626, ,           1.8,      4.793744, ,           1.8,      4.716093, ,           1.8,      4.574292, ,           1.8,      4.482335, ,           1.8,       6.38731, ,           1.8,      6.299635, ,           1.8,      6.154717, ,           1.8,      4.453523, ,           1.8,      4.436121, ,           1.8,      4.403993, ,           1.8,      4.395367, ,           1.8,      4.377038, ,           1.8,       4.35884, ,           1.8,      4.351322, ,           1.8,      4.331647, ,           1.8,      4.321704, ,           1.8,      4.316327, ,           1.8,      4.313072, ,           1.8,      5.910466, ,           1.8,      5.489954, ,           1.8,      5.421022, ,           1.8,      5.252293, ,           1.8,      5.078773, ,           1.8,       5.02938, , 
            2,      4.873593, ,             2,      4.806099, ,             2,      4.730265, ,             2,      4.591667, ,             2,      4.501383, ,             2,      6.391617, ,             2,      6.303932, ,             2,      6.158996, ,             2,       4.47278, ,             2,      4.455433, ,             2,      4.423559, ,             2,      4.415054, ,             2,      4.396979, ,             2,      4.378977, ,             2,      4.371532, ,             2,      4.352047, ,             2,      4.342249, ,             2,       4.33704, ,             2,      4.333886, ,             2,      5.914717, ,             2,      5.494349, ,             2,      5.425841, ,             2,       5.25815, ,             2,      5.085719, ,             2,      5.037245, , 
          2.2,      4.886627, ,           2.2,      4.820412, ,           2.2,      4.746266, ,           2.2,      4.610767, ,           2.2,      4.522169, ,           2.2,      6.399013, ,           2.2,      6.311254, ,           2.2,      6.166196, ,           2.2,      4.494023, ,           2.2,      4.476945, ,           2.2,      4.445252, ,           2.2,      4.436688, ,           2.2,      4.418489, ,           2.2,      4.400611, ,           2.2,      4.393257, ,           2.2,      4.374008, ,           2.2,      4.364466, ,           2.2,      4.359643, ,           2.2,      4.356723, ,           2.2,       5.92171, ,           2.2,      5.501197, ,           2.2,      5.433103, ,           2.2,      5.266426, ,           2.2,      5.095058, ,           2.2,      5.047429, , 
          2.4,      4.901557, ,           2.4,      4.836512, ,           2.4,      4.763913, ,           2.4,      4.631341, ,           2.4,      4.544434, ,           2.4,      6.408946, ,           2.4,      6.321097, ,           2.4,       6.17589, ,           2.4,        4.5166, ,           2.4,      4.499663, ,           2.4,      4.468095, ,           2.4,      4.459519, ,           2.4,      4.441293, ,           2.4,      4.423579, ,           2.4,      4.416322, ,           2.4,      4.397331, ,           2.4,       4.38788, ,           2.4,      4.383037, ,           2.4,      4.380105, ,           2.4,      5.931151, ,           2.4,      5.510408, ,           2.4,      5.442705, ,           2.4,      5.276984, ,           2.4,      5.106616, ,           2.4,      5.059757, , 
          2.6,      4.918361, ,           2.6,      4.854354, ,           2.6,      4.783121, ,           2.6,      4.653248, ,           2.6,       4.56791, ,           2.6,      6.422258, ,           2.6,      6.334204, ,           2.6,      6.188657, ,           2.6,      4.540255, ,           2.6,      4.523355, ,           2.6,      4.491973, ,           2.6,      4.483486, ,           2.6,      4.465452, ,           2.6,      4.448274, ,           2.6,      4.441294, ,           2.6,      4.423028, ,           2.6,      4.413875, ,           2.6,      4.409067, ,           2.6,      4.406157, ,           2.6,      5.943345, ,           2.6,      5.521861, ,           2.6,       5.45455, ,           2.6,      5.289791, ,           2.6,      5.120427, ,           2.6,      5.074252, , 
          2.8,      4.937064, ,           2.8,      4.873944, ,           2.8,      4.803735, ,           2.8,      4.676314, ,           2.8,       4.59182, ,           2.8,      6.438448, ,           2.8,      6.350111, ,           2.8,      6.204098, ,           2.8,      4.564558, ,           2.8,      4.547963, ,           2.8,      4.517062, ,           2.8,      4.508677, ,           2.8,      4.490859, ,           2.8,      4.474477, ,           2.8,      4.467919, ,           2.8,      4.450757, ,           2.8,      4.441982, ,           2.8,      4.437047, ,           2.8,       4.43406, ,           2.8,      5.957998, ,           2.8,      5.535432, ,           2.8,      5.468518, ,           2.8,       5.30473, ,           2.8,      5.136378, ,           2.8,      5.090831, , 
            3,      4.957614, ,             3,      4.895392, ,             3,      4.826328, ,             3,       4.70077, ,             3,      4.617267, ,             3,      6.459446, ,             3,      6.370551, ,             3,      6.223613, ,             3,      4.590326, ,             3,       4.57393, ,             3,        4.5441, ,             3,      4.536241, ,             3,      4.519541, ,             3,      4.503605, ,             3,      4.497125, ,             3,      4.480167, ,             3,       4.47144, ,             3,      4.466429, ,             3,      4.463397, ,             3,      5.975955, ,             3,      5.551067, ,             3,      5.484532, ,             3,      5.321672, ,             3,      5.154286, ,             3,      5.109343, , 
          3.2,      4.979907, ,           3.2,      4.918468, ,           3.2,      4.850201, ,           3.2,      4.726707, ,           3.2,      4.644606, ,           3.2,      6.486785, ,           3.2,       6.39689, ,           3.2,      6.248297, ,           3.2,      4.618148, ,           3.2,      4.602063, ,           3.2,      4.572581, ,           3.2,      4.564739, ,           3.2,      4.548073, ,           3.2,      4.532655, ,           3.2,      4.526466, ,           3.2,      4.510271, ,           3.2,      4.501845, ,           3.2,      4.496844, ,           3.2,      4.493818, ,           3.2,      5.997847, ,           3.2,      5.568654, ,           3.2,      5.502475, ,           3.2,      5.340487, ,           3.2,      5.174009, ,           3.2,      5.129653, , 
          3.4,      5.003797, ,           3.4,      4.943172, ,           3.4,      4.875896, ,           3.4,      4.753029, ,           3.4,      4.673198, ,           3.4,       6.51763, ,           3.4,      6.426569, ,           3.4,      6.276048, ,           3.4,      4.647319, ,           3.4,      4.631468, ,           3.4,      4.602381, ,           3.4,      4.594632, ,           3.4,      4.578165, ,           3.4,      4.562971, ,           3.4,      4.556879, ,           3.4,      4.540936, ,           3.4,      4.532646, ,           3.4,      4.527733, ,           3.4,       4.52476, ,           3.4,      6.022343, ,           3.4,      5.588098, ,           3.4,       5.52225, ,           3.4,      5.361073, ,           3.4,      5.195441, ,           3.4,      5.151647, , 
          3.6,      5.029073, ,           3.6,      4.969217, ,           3.6,      4.902938, ,           3.6,      4.781397, ,           3.6,      4.701213, ,           3.6,      6.552081, ,           3.6,      6.459671, ,           3.6,      6.306918, ,           3.6,      4.676194, ,           3.6,      4.661146, ,           3.6,       4.63305, ,           3.6,        4.6254, ,           3.6,      4.609144, ,           3.6,      4.593405, ,           3.6,      4.586967, ,           3.6,       4.57012, ,           3.6,      4.561504, ,           3.6,      4.556655, ,           3.6,       4.55372, ,           3.6,      6.049448, ,           3.6,       5.60932, ,           3.6,      5.543775, ,           3.6,      5.383336, ,           3.6,      5.218475, ,           3.6,      5.175193, , 
          3.8,      5.055601, ,           3.8,      4.996426, ,           3.8,      4.930996, ,           3.8,      4.810846, ,           3.8,       4.73163, ,           3.8,      6.590936, ,           3.8,      6.496904, ,           3.8,      6.341471, ,           3.8,      4.706268, ,           3.8,      4.690841, ,           3.8,      4.662458, ,           3.8,      4.654872, ,           3.8,       4.63875, ,           3.8,      4.623453, ,           3.8,      4.617247, ,           3.8,      4.601007, ,           3.8,      4.592681, ,           3.8,      4.587962, ,           3.8,      4.585105, ,           3.8,      6.079478, ,           3.8,      5.632239, ,           3.8,      5.566957, ,           3.8,      5.407164, ,           3.8,      5.242977, ,           3.8,      5.200158, , 
            4,      5.083246, ,             4,      5.024655, ,             4,      4.959933, ,             4,      4.841245, ,             4,      4.762994, ,             4,      6.634818, ,             4,      6.538829, ,             4,      6.380157, ,             4,      4.737876, ,             4,      4.722583, ,             4,      4.694446, ,             4,      4.686925, ,             4,      4.670943, ,             4,      4.655636, ,             4,      4.649402, ,             4,      4.633089, ,             4,      4.624772, ,             4,       4.62014, ,             4,      4.617336, ,             4,      6.112699, ,             4,      5.656821, ,             4,      5.591755, ,             4,      5.432488, ,             4,       5.26885, ,             4,      5.226436, , 
          4.2,       5.11191, ,           4.2,      5.053833, ,           4.2,       4.98978, ,           4.2,        4.8725, ,           4.2,      4.795186, ,           4.2,      6.682434, ,           4.2,      6.584279, ,           4.2,      6.422024, ,           4.2,      4.770329, ,           4.2,      4.755188, ,           4.2,      4.727309, ,           4.2,       4.71985, ,           4.2,         4.704, ,           4.2,      4.688641, ,           4.2,      4.682357, ,           4.2,      4.665911, ,           4.2,      4.657562, ,           4.2,      4.652974, ,           4.2,      4.650198, ,           4.2,      6.148521, ,           4.2,       5.68305, ,           4.2,       5.61814, ,           4.2,      5.459258, ,           4.2,      5.296024, ,           4.2,      5.253951, , 
          4.4,       5.14154, ,           4.4,      5.083908, ,           4.4,      5.020483, ,           4.4,      4.904534, ,           4.4,      4.828124, ,           4.4,      6.736441, ,           4.4,      6.635633, ,           4.4,      6.468991, ,           4.4,      4.803516, ,           4.4,      4.788519, ,           4.4,      4.760872, ,           4.4,      4.753464, ,           4.4,      4.737722, ,           4.4,      4.722309, ,           4.4,      4.715978, ,           4.4,      4.699407, ,           4.4,      4.691047, ,           4.4,      4.686553, ,           4.4,      4.683832, ,           4.4,      6.188084, ,           4.4,      5.710824, ,           4.4,      5.646017, ,           4.4,      5.487388, ,           4.4,       5.32442, ,           4.4,      5.282628, , 
          4.6,      5.172108, ,           4.6,      5.114853, ,           4.6,      5.051998, ,           4.6,      4.937283, ,           4.6,      4.861731, ,           4.6,      6.797416, ,           4.6,      6.693406, ,           4.6,      6.521465, ,           4.6,      4.837376, ,           4.6,      4.822528, ,           4.6,      4.795102, ,           4.6,      4.787735, ,           4.6,      4.772079, ,           4.6,      4.756599, ,           4.6,      4.750215, ,           4.6,      4.733507, ,           4.6,      4.725206, ,           4.6,      4.720978, ,           4.6,      4.718419, ,           4.6,      6.231616, ,           4.6,      5.740084, ,           4.6,       5.67533, ,           4.6,      5.516826, ,           4.6,      5.353995, ,           4.6,       5.31243, , 
          4.8,      5.203559, ,           4.8,      5.146613, ,           4.8,      5.084275, ,           4.8,      4.970695, ,           4.8,      4.895944, ,           4.8,      6.866316, ,           4.8,       6.75845, ,           4.8,      6.580132, ,           4.8,      4.871852, ,           4.8,      4.857168, ,           4.8,      4.829827, ,           4.8,      4.822407, ,           4.8,      4.806641, ,           4.8,      4.791153, ,           4.8,      4.784782, ,           4.8,      4.768108, ,           4.8,      4.759832, ,           4.8,      4.755631, ,           4.8,      4.753088, ,           4.8,       6.27952, ,           4.8,      5.770779, ,           4.8,      5.706025, ,           4.8,      5.547523, ,           4.8,      5.384699, ,           4.8,      5.343305, , 
            5,       5.23588, ,             5,      5.179176, ,             5,      5.117284, ,             5,      5.004721, ,             5,      4.930717, ,             5,      6.947895, ,             5,      6.835039, ,             5,      6.648466, ,             5,      4.906883, ,             5,      4.892362, ,             5,      4.865059, ,             5,      4.857562, ,             5,       4.84163, ,             5,      4.826463, ,             5,      4.820303, ,             5,       4.80418, ,             5,      4.796162, ,             5,      4.792064, ,             5,      4.789583, ,             5,      6.333919, ,             5,      5.802872, ,             5,      5.738067, ,             5,      5.579438, ,             5,      5.416489, ,             5,      5.375216, , 
          5.2,      5.269114, ,           5.2,      5.212574, ,           5.2,      5.150978, ,           5.2,      5.039318, ,           5.2,      4.966016, ,           5.2,      7.048687, ,           5.2,      6.929051, ,           5.2,      6.731259, ,           5.2,      4.942212, ,           5.2,      4.927661, ,           5.2,      4.900392, ,           5.2,      4.892933, ,           5.2,      4.877084, ,           5.2,       4.86252, ,           5.2,      4.856691, ,           5.2,      4.841438, ,           5.2,      4.833752, ,           5.2,      4.829634, ,           5.2,      4.827142, ,           5.2,      6.397774, ,           5.2,      5.836391, ,           5.2,      5.771475, ,           5.2,      5.612577, ,           5.2,      5.449355, ,           5.2,      5.408166, , 
          5.4,      5.303233, ,           5.4,      5.246891, ,           5.4,      5.185787, ,           5.4,      5.075125, ,           5.4,      5.002164, ,           5.4,      7.197427, ,           5.4,      7.066319, ,           5.4,      6.849542, ,           5.4,      4.978225, ,           5.4,      4.963542, ,           5.4,      4.936903, ,           5.4,      4.929911, ,           5.4,      4.915051, ,           5.4,      4.900762, ,           5.4,      4.894933, ,           5.4,      4.879679, ,           5.4,      4.871998, ,           5.4,      4.867895, ,           5.4,      4.865412, ,           5.4,      6.484001, ,           5.4,      5.871258, ,           5.4,       5.80617, ,           5.4,      5.646851, ,           5.4,      5.483201, ,           5.4,      5.442075, , 
          5.6,      5.338315, ,           5.6,      5.282028, ,           5.6,      5.220904, ,           5.6,      5.110638, ,           5.6,      5.037862, ,           5.6,      7.893825, ,           5.6,      7.696289, ,           5.6,      7.369525, ,           5.6,      5.014179, ,           5.6,      4.999712, ,           5.6,        4.9732, ,           5.6,       4.96615, ,           5.6,      4.951168, ,           5.6,      4.936988, ,           5.6,      4.931241, ,           5.6,      4.916203, ,           5.6,      4.908619, ,           5.6,      4.904546, ,           5.6,      4.902081, ,           5.6,      6.818103, ,           5.6,      5.907502, ,           5.6,      5.842172, ,           5.6,      5.682258, ,           5.6,      5.518006, ,           5.6,      5.476943, , 
          5.8,      5.374254, ,           5.8,      5.318064, ,           5.8,        5.2571, ,           5.8,      5.147718, ,           5.8,      5.075248, ,           5.8,      8.402381, ,           5.8,      8.157607, ,           5.8,      7.752542, ,           5.8,      5.051719, ,           5.8,      5.037377, ,           5.8,      5.011008, ,           5.8,      5.003966, ,           5.8,      4.989001, ,           5.8,      4.975154, ,           5.8,      4.969597, ,           5.8,      4.955052, ,           5.8,       4.94769, ,           5.8,      4.943688, ,           5.8,      4.941266, ,           5.8,      7.068583, ,           5.8,      5.945076, ,           5.8,      5.879431, ,           5.8,      5.718744, ,           5.8,      5.553706, ,           5.8,      5.512698, , 
            6,      5.410945, ,             6,      5.354863, ,             6,      5.294145, ,             6,      5.184358, ,             6,      5.113298, ,             6,      8.820524, ,             6,      8.537815, ,             6,      8.069816, ,             6,      5.090095, ,             6,      5.075852, ,             6,      5.049648, ,             6,      5.042644, ,             6,      5.027761, ,             6,      5.014114, ,             6,      5.008657, ,             6,      4.994377, ,             6,      4.987155, ,             6,      4.983239, ,             6,      4.980868, ,             6,      7.279183, ,             6,      5.983948, ,             6,      5.917907, ,             6,      5.756251, ,             6,      5.590226, ,             6,      5.549257, , 

