Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          0.2,      10.85353, ,           0.2,      11.38171, ,           0.2,      6.339982, ,           0.2,      11.65723, ,           0.2,       11.7775, ,           0.2,       11.9003, ,           0.2,      11.94219, ,           0.2,      11.96357, ,           0.2,      7.129925, ,           0.2,       8.97045, ,           0.2,      10.21385, , 
          0.4,      10.84145, ,           0.4,      11.37799, ,           0.4,      6.292633, ,           0.4,      11.65589, ,           0.4,      11.77697, ,           0.4,       11.9008, ,           0.4,      11.94307, ,           0.4,      11.96463, ,           0.4,      7.081175, ,           0.4,      8.923435, ,           0.4,      10.19086, , 
          0.6,      10.82515, ,           0.6,      11.36958, ,           0.6,      6.242693, ,           0.6,      11.64965, ,           0.6,      11.77154, ,           0.6,      11.89625, ,           0.6,      11.93878, ,           0.6,      11.96045, ,           0.6,      7.028903, ,           0.6,      8.870435, ,           0.6,      10.16337, , 
          0.8,      10.80465, ,           0.8,       11.3568, ,           0.8,       6.19019, ,           0.8,       11.6389, ,           0.8,      11.76146, ,           0.8,      11.88694, ,           0.8,      11.92973, ,           0.8,      11.95154, ,           0.8,       6.97281, ,           0.8,      8.810187, ,           0.8,      10.13125, , 
            1,      10.78024, ,             1,      11.33998, ,             1,       6.13544, ,             1,      11.62406, ,             1,      11.74719, ,             1,      11.87337, ,             1,       11.9164, ,             1,      11.93835, ,             1,      6.913172, ,             1,      8.742784, ,             1,      10.09464, , 
          1.2,      10.75208, ,           1.2,      11.31926, ,           1.2,      6.078588, ,           1.2,      11.60544, ,           1.2,      11.72916, ,           1.2,      11.85607, ,           1.2,      11.89934, ,           1.2,      11.92143, ,           1.2,      6.849902, ,           1.2,       8.66744, ,           1.2,      10.05365, , 
          1.4,      10.72028, ,           1.4,      11.29492, ,           1.4,        6.0192, ,           1.4,      11.58332, ,           1.4,      11.70772, ,           1.4,      11.83541, ,           1.4,      11.87897, ,           1.4,      11.90118, ,           1.4,      6.782411, ,           1.4,      8.583164, ,           1.4,      10.00821, , 
          1.6,      10.68493, ,           1.6,      11.26714, ,           1.6,      5.957523, ,           1.6,      11.55795, ,           1.6,      11.68312, ,           1.6,      11.81166, ,           1.6,       11.8555, ,           1.6,      11.87786, ,           1.6,      6.710644, ,           1.6,         8.489, ,           1.6,      9.958222, , 
          1.8,      10.64612, ,           1.8,      11.23615, ,           1.8,       5.89349, ,           1.8,      11.52964, ,           1.8,      11.65566, ,           1.8,      11.78503, ,           1.8,      11.82914, ,           1.8,      11.85161, ,           1.8,      6.634248, ,           1.8,      8.383787, ,           1.8,       9.90356, , 
            2,      10.60393, ,             2,      11.20226, ,             2,      5.826894, ,             2,      11.49856, ,             2,      11.62558, ,             2,      11.75575, ,             2,      11.80007, ,             2,      11.82262, ,             2,      6.552572, ,             2,      8.265684, ,             2,      9.843996, , 
          2.2,      10.55838, ,           2.2,      11.16556, ,           2.2,      5.757249, ,           2.2,       11.4648, ,           2.2,      11.59293, ,           2.2,      11.72381, ,           2.2,      11.76825, ,           2.2,      11.79083, ,           2.2,      6.464847, ,           2.2,      8.133287, ,           2.2,      9.779423, , 
          2.4,      10.50949, ,           2.4,      11.12615, ,           2.4,      5.684293, ,           2.4,      11.42851, ,           2.4,      11.55775, ,           2.4,      11.68923, ,           2.4,      11.73369, ,           2.4,      11.75626, ,           2.4,      6.370681, ,           2.4,      7.986004, ,           2.4,      9.709202, , 
          2.6,      10.45721, ,           2.6,      11.08418, ,           2.6,      5.608232, ,           2.6,      11.38984, ,           2.6,      11.52021, ,           2.6,       11.6522, ,           2.6,      11.69664, ,           2.6,      11.71918, ,           2.6,      6.270225, ,           2.6,      7.824032, ,           2.6,       9.63295, , 
          2.8,       10.4015, ,           2.8,      11.03979, ,           2.8,      5.528958, ,           2.8,      11.34873, ,           2.8,      11.48023, ,           2.8,      11.61266, ,           2.8,      11.65707, ,           2.8,      11.67956, ,           2.8,      6.163259, ,           2.8,      7.647117, ,           2.8,      9.549784, , 
            3,       10.3422, ,             3,      10.99326, ,             3,      5.447035, ,             3,      11.30508, ,             3,      11.43757, ,             3,      11.57029, ,             3,      11.61466, ,             3,      11.63711, ,             3,      6.050743, ,             3,      7.457536, ,             3,      9.458344, , 
          3.2,      10.27916, ,           3.2,      10.94462, ,           3.2,      5.362086, ,           3.2,      11.25919, ,           3.2,      11.39225, ,           3.2,      11.52502, ,           3.2,       11.5693, ,           3.2,      11.59168, ,           3.2,      5.932468, ,           3.2,       7.25589, ,           3.2,      9.356583, , 
          3.4,       10.2122, ,           3.4,      10.89384, ,           3.4,      5.274981, ,           3.4,      11.21126, ,           3.4,      11.34443, ,           3.4,      11.47686, ,           3.4,      11.52096, ,           3.4,      11.54324, ,           3.4,      5.810073, ,           3.4,      7.046032, ,           3.4,      9.242206, , 
          3.6,      10.14065, ,           3.6,      10.84089, ,           3.6,      5.185791, ,           3.6,       11.1611, ,           3.6,      11.29416, ,           3.6,      11.42571, ,           3.6,      11.46955, ,           3.6,      11.49169, ,           3.6,       5.68377, ,           3.6,      6.828698, ,           3.6,       9.11043, , 
          3.8,      10.06454, ,           3.8,       10.7858, ,           3.8,      5.088548, ,           3.8,      11.10881, ,           3.8,      11.24156, ,           3.8,      11.37195, ,           3.8,      11.41526, ,           3.8,      11.43714, ,           3.8,      5.543338, ,           3.8,      6.584093, ,           3.8,      8.956161, , 
            4,      9.983068, ,             4,      10.72862, ,             4,      4.959382, ,             4,      11.05433, ,             4,      11.18659, ,             4,      11.31582, ,             4,      11.35854, ,             4,      11.38013, ,             4,      5.348226, ,             4,       6.23594, ,             4,      8.770467, , 
          4.2,      9.894953, ,           4.2,      10.66904, ,           4.2,       4.83571, ,           4.2,       10.9977, ,           4.2,      11.12931, ,           4.2,      11.25735, ,           4.2,      11.29957, ,           4.2,       11.3209, ,           4.2,      5.164599, ,           4.2,      5.916955, ,           4.2,       8.53911, , 
          4.4,      9.799156, ,           4.4,      10.60705, ,           4.4,      4.734529, ,           4.4,      10.93881, ,           4.4,       11.0698, ,           4.4,       11.1966, ,           4.4,      11.23837, ,           4.4,      11.25946, ,           4.4,       5.02059, ,           4.4,      5.676035, ,           4.4,      8.259279, , 
          4.6,      9.692675, ,           4.6,      10.54233, ,           4.6,      4.645343, ,           4.6,      10.87755, ,           4.6,      11.00804, ,           4.6,      11.13368, ,           4.6,      11.17503, ,           4.6,       11.1959, ,           4.6,      4.897363, ,           4.6,       5.47477, ,           4.6,       7.94329, , 
          4.8,      9.571241, ,           4.8,      10.47494, ,           4.8,      4.565459, ,           4.8,      10.81385, ,           4.8,        10.944, ,           4.8,      11.06868, ,           4.8,      11.10967, ,           4.8,      11.13035, ,           4.8,      4.789753, ,           4.8,      5.302725, ,           4.8,      7.617812, , 
            5,      9.426455, ,             5,       10.4043, ,             5,       4.49235, ,             5,      10.74758, ,             5,      10.87753, ,             5,      11.00149, ,             5,      11.04219, ,             5,      11.06272, ,             5,      4.693608, ,             5,      5.151472, ,             5,      7.277055, , 
          5.2,      9.233155, ,           5.2,      10.32994, ,           5.2,      4.423683, ,           5.2,      10.67863, ,           5.2,      10.80856, ,           5.2,      10.93198, ,           5.2,      10.97239, ,           5.2,      10.99277, ,           5.2,      4.605316, ,           5.2,      5.002014, ,           5.2,      6.657474, , 
          5.4,       8.82429, ,           5.4,       10.2513, ,           5.4,      4.354275, ,           5.4,      10.60698, ,           5.4,      10.73705, ,           5.4,      10.86013, ,           5.4,      10.90032, ,           5.4,      10.92059, ,           5.4,      4.516865, ,           5.4,      4.863247, ,           5.4,      6.234802, , 
          5.6,      8.157286, ,           5.6,      10.16769, , , , ,           5.6,      10.53231, ,           5.6,      10.66291, ,           5.6,      10.78586, ,           5.6,      10.82604, ,           5.6,       10.8463, , , , , , , , , , , 

