Alpha,T1-10.0 m/s-VLM2, , Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.2 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-21.5 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.3 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-29.3 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-5.2 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            0,      11.88517, ,             0,       12.0829, ,             0,      12.33505, ,             0,      12.77795, ,             0,      13.09251, ,             0,       9.06059, ,             0,      9.219307, ,             0,      9.446961, ,             0,      13.20539, ,             0,      13.27865, ,             0,      13.41628, ,             0,      13.45342, ,             0,      13.53049, ,             0,      13.59888, ,             0,      13.62553, ,             0,      13.69093, ,             0,      13.72512, ,             0,      13.74549, ,             0,      13.75733, ,             0,      9.783112, ,             0,      10.30879, ,             0,      10.48374, ,             0,      10.87446, ,             0,      11.24574, ,             0,      11.40797, , 
          0.2,      11.93382, ,           0.2,      12.12925, ,           0.2,      12.37619, ,           0.2,      12.80731, ,           0.2,      13.11255, ,           0.2,       9.10168, ,           0.2,      9.260725, ,           0.2,      9.488703, ,           0.2,      13.21819, ,           0.2,      13.28683, ,           0.2,      13.42121, ,           0.2,      13.45991, ,           0.2,      13.53278, ,           0.2,      13.59391, ,           0.2,      13.62084, ,           0.2,      13.68816, ,           0.2,      13.72181, ,           0.2,      13.74183, ,           0.2,      13.75349, ,           0.2,      9.825396, ,           0.2,      10.35219, ,           0.2,      10.52739, ,           0.2,      10.91846, ,           0.2,      11.28872, ,           0.2,      11.45058, , 
          0.4,       11.9592, ,           0.4,       12.1537, ,           0.4,      12.39608, ,           0.4,      12.81883, ,           0.4,      13.12128, ,           0.4,      9.136115, ,           0.4,      9.295606, ,           0.4,      9.523583, ,           0.4,      13.22598, ,           0.4,      13.28927, ,           0.4,      13.41127, ,           0.4,      13.44591, ,           0.4,      13.51733, ,           0.4,      13.57768, ,           0.4,      13.60127, ,           0.4,      13.66635, ,           0.4,      13.69861, ,           0.4,      13.71756, ,           0.4,      13.72875, ,           0.4,      9.860246, ,           0.4,      10.38707, ,           0.4,      10.56212, ,           0.4,      10.95247, ,           0.4,      11.31999, ,           0.4,      11.48032, , 
          0.6,      11.97018, ,           0.6,      12.16086, ,           0.6,       12.3987, ,           0.6,      12.81332, ,           0.6,      13.10762, ,           0.6,      9.164121, ,           0.6,      9.323816, ,           0.6,      9.552062, ,           0.6,      13.20957, ,           0.6,      13.26953, ,           0.6,      13.38293, ,           0.6,      13.41533, ,           0.6,      13.48294, ,           0.6,      13.54331, ,           0.6,      13.56739, ,           0.6,      13.62746, ,           0.6,      13.65854, ,           0.6,      13.67624, ,           0.6,      13.68671, ,           0.6,      9.888192, ,           0.6,       10.4143, ,           0.6,      10.58881, ,           0.6,      10.97771, ,           0.6,      11.34199, ,           0.6,      11.50012, , 
          0.8,      11.96982, ,           0.8,      12.15484, ,           0.8,      12.38823, ,           0.8,      12.79423, ,           0.8,      13.08054, ,           0.8,      9.186439, ,           0.8,      9.345997, ,           0.8,      9.574047, ,           0.8,       13.1794, ,           0.8,      13.23799, ,           0.8,      13.34676, ,           0.8,      13.37662, ,           0.8,      13.43956, ,           0.8,      13.49716, ,           0.8,      13.52036, ,           0.8,      13.57901, ,           0.8,      13.60804, ,           0.8,      13.62526, ,           0.8,      13.63536, ,           0.8,      9.909556, ,           0.8,      10.43416, ,           0.8,      10.60811, ,           0.8,      10.99504, ,           0.8,      11.35549, ,           0.8,      11.51121, , 
            1,      11.95963, ,             1,      12.13838, ,             1,      12.36528, ,             1,      12.76108, ,             1,      13.04132, ,             1,      9.202932, ,             1,      9.362601, ,             1,       9.59009, ,             1,      13.13718, ,             1,      13.19391, ,             1,      13.29812, ,             1,      13.32643, ,             1,      13.38561, ,             1,      13.43973, ,             1,      13.46181, ,             1,      13.51848, ,             1,      13.54707, ,             1,      13.56401, ,             1,      13.57405, ,             1,      9.924678, ,             1,      10.44744, ,             1,      10.62071, ,             1,      11.00491, ,             1,       11.3611, ,             1,      11.51398, , 
          1.2,      11.93266, ,           1.2,       12.1103, ,           1.2,      12.32766, ,           1.2,      12.71678, ,           1.2,      12.98864, ,           1.2,      9.214158, ,           1.2,      9.358714, ,           1.2,      9.566701, ,           1.2,      13.08463, ,           1.2,      13.13911, ,           1.2,       13.2411, ,           1.2,      13.26913, ,           1.2,       13.3265, ,           1.2,      13.37625, ,           1.2,      13.39616, ,           1.2,       13.4487, ,           1.2,      13.47529, ,           1.2,      13.49124, ,           1.2,      13.50079, ,           1.2,      9.882845, ,           1.2,      10.40095, ,           1.2,      10.58009, ,           1.2,      10.99213, ,           1.2,      11.35334, ,           1.2,      11.50075, , 
          1.4,      11.90645, ,           1.4,      12.07789, ,           1.4,      12.28787, ,           1.4,      12.66481, ,           1.4,      12.92892, ,           1.4,      9.220164, ,           1.4,      9.364166, ,           1.4,      9.571397, ,           1.4,      13.02248, ,           1.4,      13.07633, ,           1.4,      13.17618, ,           1.4,      13.20367, ,           1.4,      13.26005, ,           1.4,      13.30888, ,           1.4,      13.32838, ,           1.4,       13.3779, ,           1.4,      13.40252, ,           1.4,      13.41729, ,           1.4,      13.42614, ,           1.4,      9.885868, ,           1.4,      10.40107, ,           1.4,      10.57907, ,           1.4,      10.98842, ,           1.4,      11.34505, ,           1.4,      11.48911, , 
          1.6,      11.87361, ,           1.6,      12.03917, ,           1.6,      12.24189, ,           1.6,      12.60682, ,           1.6,      12.86273, ,           1.6,      9.221152, ,           1.6,      9.364496, ,           1.6,      9.570746, ,           1.6,      12.95357, ,           1.6,      13.00595, ,           1.6,      13.10327, ,           1.6,      13.13011, ,           1.6,      13.18501, ,           1.6,      13.23264, ,           1.6,      13.25172, ,           1.6,      13.29972, ,           1.6,      13.32366, ,           1.6,      13.33787, ,           1.6,      13.34633, ,           1.6,      9.883529, ,           1.6,      10.39554, ,           1.6,      10.57246, ,           1.6,      10.97878, ,           1.6,      11.32995, ,           1.6,      11.47046, , 
          1.8,      11.83464, ,           1.8,      11.99469, ,           1.8,      12.19036, ,           1.8,      12.54295, ,           1.8,      12.79126, ,           1.8,      9.217442, ,           1.8,      9.360255, ,           1.8,      9.565224, ,           1.8,      12.87973, ,           1.8,      12.93034, ,           1.8,      13.02445, ,           1.8,      13.05049, ,           1.8,      13.10392, ,           1.8,      13.15034, ,           1.8,      13.16899, ,           1.8,      13.21638, ,           1.8,       13.2399, ,           1.8,      13.25385, ,           1.8,      13.26214, ,           1.8,      9.876178, ,           1.8,      10.38467, ,           1.8,      10.56054, ,           1.8,      10.96349, ,           1.8,      11.30873, ,           1.8,      11.44525, , 
            2,      11.79007, ,             2,      11.94501, ,             2,      12.13407, ,             2,      12.47483, ,             2,      12.71528, ,             2,      9.208763, ,             2,      9.351481, ,             2,       9.55516, ,             2,      12.80077, ,             2,      12.84989, ,             2,      12.94165, ,             2,      12.96701, ,             2,      13.01896, ,             2,      13.06407, ,             2,      13.08206, ,             2,      13.12746, ,             2,      13.14995, ,             2,      13.16332, ,             2,      13.17126, ,             2,      9.864069, ,             2,      10.36883, ,             2,      10.54334, ,             2,      10.94273, ,             2,      11.28183, ,             2,      11.41417, , 
          2.2,      11.74068, ,           2.2,      11.89063, ,           2.2,      12.07346, ,           2.2,      12.40313, ,           2.2,      12.63568, ,           2.2,      9.195461, ,           2.2,      9.338259, ,           2.2,      9.540848, ,           2.2,       12.7185, ,           2.2,      12.76605, ,           2.2,      12.85485, ,           2.2,      12.87938, ,           2.2,       12.9297, ,           2.2,      12.97355, ,           2.2,      12.99106, ,           2.2,      13.03524, ,           2.2,      13.05721, ,           2.2,      13.07026, ,           2.2,      13.07804, ,           2.2,      9.847594, ,           2.2,      10.34848, ,           2.2,      10.52152, ,           2.2,      10.91691, ,           2.2,      11.24947, ,           2.2,       11.3777, , 
          2.4,      11.68698, ,           2.4,      11.83216, ,           2.4,      12.00902, ,           2.4,      12.32851, ,           2.4,      12.55378, ,           2.4,      9.178024, ,           2.4,      9.320415, ,           2.4,      9.521842, ,           2.4,      12.63361, ,           2.4,      12.67942, ,           2.4,      12.76584, ,           2.4,      12.78966, ,           2.4,      12.83849, ,           2.4,      12.88099, ,           2.4,      12.89797, ,           2.4,      12.94086, ,           2.4,      12.96211, ,           2.4,      12.97472, ,           2.4,      12.98225, ,           2.4,      9.826441, ,           2.4,      10.32345, ,           2.4,      10.49496, ,           2.4,      10.88643, ,           2.4,      11.21182, ,           2.4,      11.33586, , 
          2.6,      11.62953, ,           2.6,      11.77022, ,           2.6,      11.94145, ,           2.6,      12.25095, ,           2.6,      12.46908, ,           2.6,      9.152254, ,           2.6,      9.293919, ,           2.6,      9.494297, ,           2.6,      12.54677, ,           2.6,      12.59135, ,           2.6,      12.67502, ,           2.6,      12.69802, ,           2.6,      12.74515, ,           2.6,       12.7862, ,           2.6,      12.80264, ,           2.6,        12.844, ,           2.6,       12.8644, ,           2.6,      12.87652, ,           2.6,      12.88375, ,           2.6,      9.797222, ,           2.6,      10.29143, ,           2.6,      10.46199, ,           2.6,      10.85092, ,           2.6,      11.16971, ,           2.6,      11.28964, , 
          2.8,      11.56523, ,           2.8,      11.70116, ,           2.8,      11.86963, ,           2.8,      12.17119, ,           2.8,       12.3823, ,           2.8,      9.054869, ,           2.8,      9.194999, ,           2.8,      9.400454, ,           2.8,      12.45776, ,           2.8,      12.50092, ,           2.8,       12.5821, ,           2.8,      12.60448, ,           2.8,      12.65035, ,           2.8,      12.69024, ,           2.8,      12.70616, ,           2.8,      12.74627, ,           2.8,      12.76607, ,           2.8,      12.77785, ,           2.8,      12.78487, ,           2.8,      9.732627, ,           2.8,      10.24549, ,           2.8,      10.41282, ,           2.8,      10.80707, ,           2.8,      11.11477, ,           2.8,      11.23069, , 
            3,      11.50171, ,             3,      11.63363, ,             3,      11.79698, ,             3,      12.08951, ,             3,      12.29454, ,             3,      9.021484, ,             3,      9.161308, ,             3,      9.365691, ,             3,      12.36773, ,             3,       12.4094, ,             3,      12.48778, ,             3,      12.50944, ,             3,      12.55389, ,             3,      12.59256, ,             3,      12.60799, ,             3,      12.64683, ,             3,      12.66603, ,             3,      12.67745, ,             3,      12.68426, ,             3,      9.696262, ,             3,      10.20623, ,             3,      10.37245, ,             3,      10.76369, ,             3,      11.06484, ,             3,      11.17721, , 
          3.2,      11.43475, ,           3.2,      11.56127, ,           3.2,      11.72225, ,           3.2,      12.00629, ,           3.2,      12.20536, ,           3.2,      8.913717, ,           3.2,      9.059626, ,           3.2,      9.285369, ,           3.2,      12.27641, ,           3.2,       12.3169, ,           3.2,      12.39312, ,           3.2,      12.41411, ,           3.2,      12.45703, , , , , , , , , , , , , , , , , , , ,           3.2,      9.653375, ,           3.2,      10.15082, ,           3.2,      10.32106, ,           3.2,       10.7082, ,           3.2,      11.00713, ,           3.2,      11.11868, , 
          3.4,      11.36635, ,           3.4,      11.48942, ,           3.4,      11.64581, ,           3.4,      11.92172, ,           3.4,      12.11504, ,           3.4,      8.871938, ,           3.4,      9.017761, ,           3.4,      9.242485, ,           3.4,      12.18397, ,           3.4,      12.22322, ,           3.4,      12.29719, ,           3.4,      12.31762, ,           3.4,      12.35946, , , , , , , , , , , , , , , , , , , ,           3.4,      9.609115, ,           3.4,      10.10403, ,           3.4,      10.27336, ,           3.4,      10.65787, ,           3.4,      10.95088, ,           3.4,      11.05923, , 
          3.6,      11.29609, ,           3.6,      11.41593, ,           3.6,      11.56797, ,           3.6,      11.83616, ,           3.6,       12.0238, ,           3.6,      8.825654, ,           3.6,      8.971687, ,           3.6,      9.195534, ,           3.6,      12.09066, ,           3.6,      12.12876, ,           3.6,      12.20054, ,           3.6,      12.22039, ,           3.6,      12.26106, , , , , , , , , , , , , , , , , , , ,           3.6,      9.560949, ,           3.6,      10.05368, ,           3.6,      10.22222, ,           3.6,      10.60459, ,           3.6,      10.89209, ,           3.6,      10.99739, , 
          3.8,      11.22378, ,           3.8,      11.34019, ,           3.8,      11.48887, ,           3.8,      11.74977, ,           3.8,       11.9324, ,           3.8,      8.752611, ,           3.8,      8.901938, ,           3.8,      9.133068, ,           3.8,      11.99738, ,           3.8,      12.03433, ,           3.8,      12.10376, ,           3.8,      12.12302, , , , , , , , , , , , , , , , , , , , , , ,           3.8,      9.506388, ,           3.8,      9.995764, ,           3.8,      10.16584, ,           3.8,      10.54504, ,           3.8,      10.83066, ,           3.8,      10.93217, , 
            4,      11.15051, ,             4,      11.26405, ,             4,      11.40876, ,             4,      11.66282, ,             4,      11.84034, ,             4,      8.694644, ,             4,      8.845517, ,             4,      9.075965, ,             4,      11.90353, ,             4,       11.9395, ,             4,      12.00727, ,             4,      12.02624, , , , , , , , , , , , , , , , , , , , , , ,             4,      9.448599, ,             4,      9.937158, ,             4,      10.10696, ,             4,      10.48574, ,             4,      10.76724, ,             4,      10.86617, , 
, , , , , , , , , , , , , , ,           4.2,      8.606842, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , ,           4.4,      8.483589, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , ,           4.6,      8.365301, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , ,           4.8,      8.219943, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 

