Alpha,T1-10.0 m/s-VLM2, , Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.2 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-21.5 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.3 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-29.3 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-5.2 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            0,       4.80945, ,             0,      4.731107, ,             0,       4.63482, ,             0,      4.474837, ,             0,      4.367745, ,             0,      6.298135, ,             0,      6.190558, ,             0,      6.042494, ,             0,      4.330552, ,             0,       4.30675, ,             0,      4.262734, ,             0,      4.251009, ,             0,      4.226884, ,             0,      4.205703, ,             0,      4.197507, ,             0,      4.177525, ,             0,      4.167158, ,             0,      4.161003, ,             0,      4.157433, ,             0,       5.83633, ,             0,      5.540619, ,             0,      5.448721, ,             0,      5.254064, ,             0,      5.081522, ,             0,      5.009631, , 
          0.2,      4.789935, ,           0.2,      4.713108, ,           0.2,      4.619482, ,           0.2,      4.464618, ,           0.2,      4.361097, ,           0.2,      6.269929, ,           0.2,      6.163084, ,           0.2,      6.016108, ,           0.2,      4.326375, ,           0.2,       4.30411, ,           0.2,      4.261172, ,           0.2,      4.248965, ,           0.2,      4.226172, ,           0.2,      4.207234, ,           0.2,      4.198946, ,           0.2,      4.178367, ,           0.2,      4.168159, ,           0.2,      4.162107, ,           0.2,      4.158589, ,           0.2,      5.811386, ,           0.2,      5.517536, ,           0.2,      5.426261, ,           0.2,      5.233009, ,           0.2,      5.062276, ,           0.2,       4.99108, , 
          0.4,       4.77982, ,           0.4,      4.703672, ,           0.4,      4.612101, ,           0.4,      4.460622, ,           0.4,      4.358205, ,           0.4,      6.246485, ,           0.4,      6.140135, ,           0.4,      5.994234, ,           0.4,      4.323835, ,           0.4,      4.303323, ,           0.4,       4.26432, ,           0.4,      4.253374, ,           0.4,      4.230984, ,           0.4,      4.212245, ,           0.4,      4.204966, ,           0.4,      4.185012, ,           0.4,      4.175193, ,           0.4,      4.169445, ,           0.4,      4.166057, ,           0.4,      5.790986, ,           0.4,      5.499118, ,           0.4,      5.408526, ,           0.4,      5.216846, ,           0.4,      5.048364, ,           0.4,      4.978217, , 
          0.6,      4.775453, ,           0.6,      4.700914, ,           0.6,       4.61113, ,           0.6,      4.462533, ,           0.6,      4.362729, ,           0.6,      6.227545, ,           0.6,      6.121699, ,           0.6,      5.976492, ,           0.6,      4.329188, ,           0.6,      4.309699, ,           0.6,      4.273318, ,           0.6,      4.263034, ,           0.6,      4.241736, ,           0.6,      4.222896, ,           0.6,      4.215429, ,           0.6,      4.196912, ,           0.6,      4.187398, ,           0.6,      4.181998, ,           0.6,       4.17881, ,           0.6,       5.77473, ,           0.6,       5.48483, ,           0.6,      5.394975, ,           0.6,      5.204917, ,           0.6,      5.038623, ,           0.6,      4.969691, , 
          0.8,      4.775598, ,           0.8,      4.703233, ,           0.8,      4.615013, ,           0.8,      4.469167, ,           0.8,      4.371725, ,           0.8,      6.212534, ,           0.8,       6.10728, ,           0.8,      5.962868, ,           0.8,       4.33906, ,           0.8,      4.319928, ,           0.8,      4.284854, ,           0.8,      4.275324, ,           0.8,      4.255376, ,           0.8,      4.237283, ,           0.8,      4.230037, ,           0.8,      4.211833, ,           0.8,      4.202881, ,           0.8,      4.197589, ,           0.8,      4.194489, ,           0.8,      5.762364, ,           0.8,      5.474454, ,           0.8,      5.385214, ,           0.8,      5.196759, ,           0.8,      5.032663, ,           0.8,      4.964925, , 
            1,      4.779648, ,             1,       4.70958, ,             1,      4.623539, ,             1,      4.480727, ,             1,      4.384823, ,             1,      6.201487, ,             1,      6.096531, ,             1,      5.952964, ,             1,       4.35295, ,             1,      4.334307, ,             1,      4.300469, ,             1,      4.291366, ,             1,      4.272465, ,             1,      4.255322, ,             1,       4.24837, ,             1,      4.230626, ,             1,      4.221729, ,             1,      4.216475, ,             1,      4.213368, ,             1,      5.753643, ,             1,      5.467538, ,             1,      5.378866, ,             1,      5.192124, ,             1,      5.030189, ,             1,      4.963735, , 
          1.2,      4.790399, ,           1.2,      4.720452, ,           1.2,      4.637586, ,           1.2,      4.496274, ,           1.2,      4.402538, ,           1.2,       6.19399, ,           1.2,      6.099044, ,           1.2,      5.967413, ,           1.2,      4.370365, ,           1.2,      4.352313, ,           1.2,      4.318916, ,           1.2,      4.309827, ,           1.2,      4.291344, ,           1.2,      4.275442, ,           1.2,      4.269112, ,           1.2,      4.252495, ,           1.2,      4.244134, ,           1.2,      4.239135, ,           1.2,      4.236149, ,           1.2,      5.777834, ,           1.2,      5.491828, ,           1.2,      5.399393, ,           1.2,      5.198127, ,           1.2,      5.033611, ,           1.2,      4.969417, , 
          1.4,      4.800898, ,           1.4,      4.733061, ,           1.4,       4.65254, ,           1.4,      4.514649, ,           1.4,      4.422792, ,           1.4,      6.189987, ,           1.4,      6.095519, ,           1.4,      5.964507, ,           1.4,      4.391142, ,           1.4,      4.373128, ,           1.4,      4.340117, ,           1.4,      4.331114, ,           1.4,      4.312768, ,           1.4,      4.297003, ,           1.4,      4.290741, ,           1.4,      4.274919, ,           1.4,      4.267094, ,           1.4,      4.262413, ,           1.4,      4.259614, ,           1.4,      5.776078, ,           1.4,      5.491762, ,           1.4,      5.399911, ,           1.4,      5.199872, ,           1.4,      5.037271, ,           1.4,      4.974427, , 
          1.6,       4.81411, ,           1.6,      4.748212, ,           1.6,      4.669936, ,           1.6,      4.535328, ,           1.6,       4.44546, ,           1.6,      6.189328, ,           1.6,      6.095306, ,           1.6,       5.96491, ,           1.6,       4.41441, ,           1.6,      4.396701, ,           1.6,      4.364173, ,           1.6,      4.355286, ,           1.6,      4.337221, ,           1.6,       4.32167, ,           1.6,      4.315469, ,           1.6,      4.299954, ,           1.6,      4.292257, ,           1.6,        4.2877, ,           1.6,      4.284991, ,           1.6,      5.777436, ,           1.6,      5.494664, ,           1.6,      5.403265, ,           1.6,      5.204416, ,           1.6,      5.043951, ,           1.6,      4.982477, , 
          1.8,      4.829891, ,           1.8,      4.765742, ,           1.8,      4.689589, ,           1.8,      4.558324, ,           1.8,        4.4702, ,           1.8,        6.1918, ,           1.8,      6.098047, ,           1.8,      5.968328, ,           1.8,      4.439618, ,           1.8,      4.422307, ,           1.8,       4.39048, ,           1.8,      4.381753, ,           1.8,      4.363956, ,           1.8,      4.348612, ,           1.8,      4.342476, ,           1.8,      4.326965, ,           1.8,      4.319307, ,           1.8,      4.314779, ,           1.8,      4.312093, ,           1.8,      5.781707, ,           1.8,       5.50038, ,           1.8,      5.409329, ,           1.8,      5.211634, ,           1.8,      5.053363, ,           1.8,      4.993395, , 
            2,      4.848059, ,             2,       4.78547, ,             2,      4.711245, ,             2,      4.583112, ,             2,      4.496801, ,             2,       6.19759, ,             2,      6.103725, ,             2,      5.974569, ,             2,       4.46689, ,             2,      4.449884, ,             2,      4.418458, ,             2,      4.409852, ,             2,      4.392323, ,             2,      4.377218, ,             2,       4.37122, ,             2,      4.356162, ,             2,      4.348739, ,             2,      4.344341, ,             2,      4.341731, ,             2,      5.788756, ,             2,      5.508736, ,             2,      5.418102, ,             2,      5.221466, ,             2,      5.065353, ,             2,      5.006921, , 
          2.2,      4.868356, ,           2.2,      4.807253, ,           2.2,      4.734789, ,           2.2,      4.609491, ,           2.2,      4.525013, ,           2.2,      6.206486, ,           2.2,      6.112302, ,           2.2,      5.983466, ,           2.2,      4.495669, ,           2.2,       4.47899, ,           2.2,      4.448174, ,           2.2,      4.439736, ,           2.2,      4.422528, ,           2.2,      4.407639, ,           2.2,      4.401719, ,           2.2,      4.386861, ,           2.2,      4.379509, ,           2.2,      4.375151, ,           2.2,      4.372561, ,           2.2,      5.798375, ,           2.2,      5.519499, ,           2.2,      5.429271, ,           2.2,      5.233747, ,           2.2,      5.079847, ,           2.2,      5.022891, , 
          2.4,      4.890618, ,           2.4,      4.830897, ,           2.4,      4.760079, ,           2.4,       4.63727, ,           2.4,      4.554409, ,           2.4,      6.218186, ,           2.4,      6.123915, ,           2.4,      5.995322, ,           2.4,      4.525752, ,           2.4,      4.509466, ,           2.4,      4.479064, ,           2.4,      4.470755, ,           2.4,       4.45382, ,           2.4,      4.439184, ,           2.4,      4.433364, ,           2.4,      4.418729, ,           2.4,      4.411514, ,           2.4,      4.407241, ,           2.4,      4.404697, ,           2.4,      5.810772, ,           2.4,      5.532797, ,           2.4,      5.442929, ,           2.4,      5.248319, ,           2.4,      5.096814, ,           2.4,      5.041333, , 
          2.6,       4.91466, ,           2.6,      4.856197, ,           2.6,       4.78689, ,           2.6,      4.666499, ,           2.6,      4.585214, ,           2.6,      6.235556, ,           2.6,      6.141241, ,           2.6,      6.012589, ,           2.6,      4.556944, ,           2.6,      4.540879, ,           2.6,      4.511026, ,           2.6,      4.502889, ,           2.6,      4.486306, ,           2.6,      4.471962, ,           2.6,      4.466241, ,           2.6,      4.451919, ,           2.6,      4.444887, ,           2.6,      4.440718, ,           2.6,      4.438236, ,           2.6,      5.827983, ,           2.6,      5.549904, ,           2.6,      5.459978, ,           2.6,      5.265396, ,           2.6,      5.115926, ,           2.6,      5.061864, , 
          2.8,      4.941849, ,           2.8,      4.884721, ,           2.8,      4.815718, ,           2.8,      4.696941, ,           2.8,      4.617213, ,           2.8,      6.302082, ,           2.8,      6.206796, ,           2.8,      6.072165, ,           2.8,      4.589364, ,           2.8,      4.573587, ,           2.8,      4.544202, ,           2.8,      4.536167, ,           2.8,      4.519787, ,           2.8,      4.505637, ,           2.8,      4.500014, ,           2.8,      4.485914, ,           2.8,      4.478982, ,           2.8,      4.474871, ,           2.8,      4.472424, ,           2.8,      5.866394, ,           2.8,      5.574633, ,           2.8,      5.485603, ,           2.8,       5.28664, ,           2.8,      5.141081, ,           2.8,      5.088296, , 
            3,      4.969004, ,             3,      4.912935, ,             3,      4.845236, ,             3,      4.728533, ,             3,      4.650026, ,             3,      6.325215, ,             3,      6.229442, ,             3,      6.094534, ,             3,      4.622626, ,             3,      4.607172, ,             3,       4.57838, ,             3,      4.570486, ,             3,      4.554368, ,             3,      4.540442, ,             3,      4.534909, ,             3,       4.52104, ,             3,      4.514213, ,             3,      4.510163, ,             3,      4.507754, ,             3,      5.888241, ,             3,      5.595942, ,             3,      5.506824, ,             3,      5.307825, ,             3,      5.164155, ,             3,      5.112514, , 
          3.2,      4.997956, ,           3.2,      4.943536, ,           3.2,      4.875973, ,           3.2,      4.761159, ,           3.2,      4.683849, ,           3.2,      6.401056, ,           3.2,        6.2988, ,           3.2,      6.146852, ,           3.2,      4.656861, ,           3.2,       4.64162, ,           3.2,      4.613198, ,           3.2,      4.605432, ,           3.2,      4.589632, , , , , , , , , , , , , , , , , , , ,           3.2,      5.914216, ,           3.2,      5.626294, ,           3.2,      5.534074, ,           3.2,      5.335173, ,           3.2,      5.191081, ,           3.2,      5.139284, , 
          3.4,      5.027879, ,           3.4,      4.974294, ,           3.4,      4.907822, ,           3.4,      4.794773, ,           3.4,      4.718613, ,           3.4,      6.430948, ,           3.4,      6.327806, ,           3.4,      6.175153, ,           3.4,      4.692037, ,           3.4,      4.677037, ,           3.4,       4.64903, ,           3.4,      4.641353, ,           3.4,      4.625708, , , , , , , , , , , , , , , , , , , ,           3.4,      5.941262, ,           3.4,      5.652179, ,           3.4,      5.559608, ,           3.4,       5.36022, ,           3.4,      5.217602, ,           3.4,      5.166758, , 
          3.6,      5.058991, ,           3.6,      5.006153, ,           3.6,      4.940684, ,           3.6,      4.829271, ,           3.6,      4.754257, ,           3.6,      6.464389, ,           3.6,      6.360036, ,           3.6,      6.206437, ,           3.6,      4.728083, ,           3.6,        4.7133, ,           3.6,      4.685693, ,           3.6,      4.678116, ,           3.6,      4.662668, , , , , , , , , , , , , , , , , , , ,           3.6,      5.970978, ,           3.6,      5.680304, ,           3.6,      5.587247, ,           3.6,      5.386991, ,           3.6,      5.245606, ,           3.6,      5.195653, , 
          3.8,      5.091414, ,           3.8,      5.039418, ,           3.8,       4.97453, ,           3.8,      4.864608, ,           3.8,      4.790504, ,           3.8,      6.517873, ,           3.8,      6.409456, ,           3.8,      6.248552, ,           3.8,      4.764677, ,           3.8,      4.750113, ,           3.8,       4.72299, ,           3.8,       4.71552, , , , , , , , , , , , , , , , , , , , , , ,           3.8,      6.004998, ,           3.8,      5.712997, ,           3.8,      5.618035, ,           3.8,      5.417232, ,           3.8,      5.275192, ,           3.8,      5.226482, , 
            4,      5.124692, ,             4,      5.073306, ,             4,      5.009285, ,             4,      4.900701, ,             4,      4.827577, ,             4,       6.56095, ,             4,      6.449995, ,             4,      6.287552, ,             4,       4.80207, ,             4,      4.787668, ,             4,       4.76077, ,             4,      4.753297, , , , , , , , , , , , , , , , , , , , , , ,             4,      6.041454, ,             4,      5.746466, ,             4,      5.650552, ,             4,      5.447688, ,             4,      5.306086, ,             4,      5.258047, , 
, , , , , , , , , , , , , , ,           4.2,      6.627289, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , ,           4.4,      6.722698, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , ,           4.6,      6.816871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , ,           4.8,      6.936253, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 

