Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      1.067962, ,            -2,      1.033551, ,            -2,       1.56994, ,            -2,      1.016593, ,            -2,      1.010212, ,            -2,      1.004241, ,            -2,      1.002414, ,            -2,      1.001522, ,            -2,       1.40087, ,            -2,      1.271109, ,            -2,      1.110088, , 
         -1.8,      1.053688, ,          -1.8,      1.018779, ,          -1.8,      1.557368, ,          -1.8,      1.001578, ,          -1.8,     0.9951102, ,          -1.8,     0.9890461, ,          -1.8,      0.987187, ,          -1.8,      0.986234, ,          -1.8,      1.388722, ,          -1.8,      1.258696, ,          -1.8,      1.096432, , 
         -1.6,      1.040397, ,          -1.6,      1.004959, ,          -1.6,      1.546268, ,          -1.6,     0.9874722, ,          -1.6,     0.9809071, ,          -1.6,     0.9747459, ,          -1.6,     0.9727799, ,          -1.6,     0.9714584, ,          -1.6,      1.377826, ,          -1.6,      1.247414, ,          -1.6,      1.083799, , 
         -1.4,      1.028065, ,          -1.4,     0.9920547, ,          -1.4,       1.53662, ,          -1.4,     0.9742246, ,          -1.4,     0.9675339, ,          -1.4,     0.9612497, ,          -1.4,     0.9587548, ,          -1.4,     0.9572237, ,          -1.4,      1.368177, ,          -1.4,      1.237252, ,          -1.4,      1.072171, , 
         -1.2,      1.016633, ,          -1.2,     0.9799902, ,          -1.2,      1.528258, ,          -1.2,     0.9617969, ,          -1.2,     0.9549627, ,          -1.2,      0.948291, ,          -1.2,     0.9453667, ,          -1.2,     0.9436994, ,          -1.2,      1.359628, ,          -1.2,      1.228104, ,          -1.2,      1.061483, , 
           -1,      1.006072, ,            -1,     0.9687616, ,            -1,        1.5211, ,            -1,     0.9501147, ,            -1,     0.9430865, ,            -1,     0.9358619, ,            -1,     0.9326647, ,            -1,     0.9308758, ,            -1,      1.352112, ,            -1,      1.219913, ,            -1,      1.051708, , 
         -0.8,      0.996326, ,          -0.8,     0.9583113, ,          -0.8,      1.514649, ,          -0.8,     0.9391739, ,          -0.8,     0.9319145, ,          -0.8,     0.9239466, ,          -0.8,     0.9205811, ,          -0.8,     0.9186517, ,          -0.8,      1.345219, ,          -0.8,      1.212402, ,          -0.8,      1.042795, , 
         -0.6,     0.9873773, ,          -0.6,     0.9486272, ,          -0.6,      1.509642, ,          -0.6,     0.9289094, ,          -0.6,     0.9213443, ,          -0.6,     0.9126483, ,          -0.6,      0.909037, ,          -0.6,     0.9070652, ,          -0.6,      1.339561, ,          -0.6,       1.20595, ,          -0.6,      1.034714, , 
         -0.4,     0.9791952, ,          -0.4,     0.9396892, ,          -0.4,       1.50575, ,          -0.4,     0.9193509, ,          -0.4,     0.9113798, ,          -0.4,     0.9019797, ,          -0.4,     0.8981881, ,          -0.4,     0.8961675, ,          -0.4,      1.334865, ,          -0.4,      1.200378, ,          -0.4,      1.027443, , 
         -0.2,     0.9717511, ,          -0.2,     0.9314644, ,          -0.2,      1.502861, ,          -0.2,     0.9104928, ,          -0.2,     0.9020443, ,          -0.2,      0.892125, ,          -0.2,     0.8882213, ,          -0.2,     0.8861492, ,          -0.2,       1.33105, ,          -0.2,      1.195627, ,          -0.2,      1.020951, , 
            0,     0.9650246, ,             0,     0.9239545, ,             0,      1.500917, ,             0,     0.9023661, ,             0,      0.893432, ,             0,      0.883087, ,             0,       0.87912, ,             0,     0.8770248, ,             0,       1.32806, ,             0,       1.19165, ,             0,      1.015213, , 
          0.2,     0.9589658, ,           0.2,     0.9171267, ,           0.2,      1.499822, ,           0.2,      0.895008, ,           0.2,     0.8857183, ,           0.2,     0.8750066, ,           0.2,     0.8710366, ,           0.2,     0.8689936, ,           0.2,      1.325841, ,           0.2,       1.18842, ,           0.2,      1.010192, , 
          0.4,     0.9535835, ,           0.4,     0.9109812, ,           0.4,      1.499592, ,           0.4,     0.8884082, ,           0.4,     0.8788501, ,           0.4,     0.8684873, ,           0.4,     0.8646983, ,           0.4,     0.8627189, ,           0.4,      1.324433, ,           0.4,      1.185995, ,           0.4,      1.005952, , 
          0.6,     0.9488296, ,           0.6,     0.9054748, ,           0.6,      1.499805, ,           0.6,     0.8825431, ,           0.6,     0.8728101, ,           0.6,     0.8620521, ,           0.6,      0.858257, ,           0.6,     0.8564892, ,           0.6,      1.323619, ,           0.6,      1.184292, ,           0.6,      1.002433, , 
          0.8,     0.9446739, ,           0.8,     0.9005711, ,           0.8,      1.501031, ,           0.8,      0.877375, ,           0.8,     0.8675027, ,           0.8,     0.8567895, ,           0.8,      0.853041, ,           0.8,     0.8511352, ,           0.8,      1.323685, ,           0.8,      1.183366, ,           0.8,     0.9996465, , 
            1,     0.9411114, ,             1,      0.896224, ,             1,      1.502913, ,             1,     0.8728101, ,             1,     0.8628778, ,             1,     0.8522835, ,             1,     0.8486302, ,             1,     0.8467778, ,             1,      1.324506, ,             1,      1.183194, ,             1,     0.9976219, , 
          1.2,     0.9381245, ,           1.2,     0.8924029, ,           1.2,      1.505534, ,           1.2,      0.868799, ,           1.2,     0.8587701, ,           1.2,     0.8482263, ,           1.2,     0.8446141, ,           1.2,     0.8428237, ,           1.2,        1.3261, ,           1.2,      1.183858, ,           1.2,     0.9964279, , 
          1.4,     0.9357017, ,           1.4,     0.8890679, ,           1.4,      1.508981, ,           1.4,     0.8652761, ,           1.4,     0.8551773, ,           1.4,     0.8445868, ,           1.4,     0.8410137, ,           1.4,      0.839285, ,           1.4,      1.328498, ,           1.4,      1.185394, ,           1.4,     0.9961003, , 
          1.6,     0.9338331, ,           1.6,     0.8861831, ,           1.6,      1.512991, ,           1.6,     0.8621856, ,           1.6,      0.852091, ,           1.6,     0.8416193, ,           1.6,     0.8381341, ,           1.6,     0.8363693, ,           1.6,      1.331658, ,           1.6,      1.187835, ,           1.6,     0.9967112, , 
          1.8,     0.9325334, ,           1.8,     0.8837039, ,           1.8,      1.517794, ,           1.8,     0.8594892, ,           1.8,     0.8493488, ,           1.8,     0.8389403, ,           1.8,     0.8354712, ,           1.8,     0.8337182, ,           1.8,      1.335736, ,           1.8,      1.191307, ,           1.8,     0.9983258, , 
            2,     0.9318167, ,             2,     0.8816078, ,             2,      1.523329, ,             2,      0.857157, ,             2,     0.8470262, ,             2,     0.8365674, ,             2,     0.8331461, ,             2,     0.8313999, ,             2,      1.340726, ,             2,      1.195846, ,             2,      1.000972, , 
          2.2,      0.931712, ,           2.2,     0.8798736, ,           2.2,      1.529603, ,           2.2,     0.8551572, ,           2.2,     0.8450316, ,           2.2,     0.8345621, ,           2.2,     0.8311579, ,           2.2,     0.8294292, ,           2.2,      1.346674, ,           2.2,      1.201507, ,           2.2,      1.004713, , 
          2.4,     0.9322555, ,           2.4,     0.8784852, ,           2.4,      1.536644, ,           2.4,     0.8534418, ,           2.4,        0.8433, ,           2.4,     0.8328441, ,           2.4,     0.8294142, ,           2.4,      0.827685, ,           2.4,      1.353654, ,           2.4,      1.208288, ,           2.4,      1.009496, , 
          2.6,     0.9335729, ,           2.6,     0.8774359, ,           2.6,      1.544554, ,           2.6,      0.851993, ,           2.6,     0.8418027, ,           2.6,      0.831347, ,           2.6,     0.8279354, ,           2.6,     0.8262216, ,           2.6,      1.361788, ,           2.6,      1.216296, ,           2.6,      1.015363, , 
          2.8,     0.9358195, ,           2.8,     0.8767201, ,           2.8,      1.553303, ,           2.8,     0.8507892, ,           2.8,     0.8405336, ,           2.8,     0.8300621, ,           2.8,     0.8266611, ,           2.8,     0.8249594, ,           2.8,      1.371108, ,           2.8,      1.225597, ,           2.8,      1.022426, , 
            3,     0.9391887, ,             3,     0.8763512, ,             3,      1.563033, ,             3,     0.8498033, ,             3,     0.8394664, ,             3,     0.8289811, ,             3,     0.8255957, ,             3,     0.8239077, ,             3,      1.381699, ,             3,      1.236058, ,             3,      1.030421, , 
          3.2,     0.9442454, ,           3.2,     0.8763124, ,           3.2,      1.574168, ,           3.2,     0.8490253, ,           3.2,     0.8385945, ,           3.2,     0.8280998, ,           3.2,     0.8247357, ,           3.2,     0.8230664, ,           3.2,       1.39442, ,           3.2,      1.249228, ,           3.2,      1.041331, , 
          3.4,     0.9530191, ,           3.4,     0.8766769, ,           3.4,       1.58874, ,           3.4,     0.8484639, ,           3.4,     0.8379236, ,           3.4,     0.8274213, ,           3.4,      0.824088, ,           3.4,     0.8224331, ,           3.4,      1.413437, ,           3.4,      1.273117, ,           3.4,      1.065619, , 
          3.6,     0.9643695, ,           3.6,      0.877489, ,           3.6,      1.603503, ,           3.6,     0.8481204, ,           3.6,     0.8374713, ,           3.6,     0.8269647, ,           3.6,     0.8236525, ,           3.6,     0.8220074, ,           3.6,      1.431822, ,           3.6,      1.293675, ,           3.6,      1.085205, , 
          3.8,     0.9781376, ,           3.8,     0.8787958, ,           3.8,      1.617854, ,           3.8,     0.8479894, ,           3.8,     0.8372272, ,           3.8,     0.8267148, ,           3.8,     0.8234266, ,           3.8,     0.8217985, ,           3.8,      1.448146, ,           3.8,      1.307724, ,           3.8,      1.095919, , 
            4,     0.9941229, ,             4,     0.8808497, ,             4,      1.633519, ,             4,     0.8481147, ,             4,       0.83722, ,             4,     0.8266909, ,             4,     0.8234352, ,             4,     0.8218186, ,             4,      1.465896, ,             4,      1.321834, ,             4,      1.105754, , 
          4.2,      1.009694, ,           4.2,     0.8838654, ,           4.2,       1.65081, ,           4.2,     0.8484965, ,           4.2,     0.8374474, ,           4.2,      0.826894, ,           4.2,     0.8236599, ,           4.2,      0.822049, ,           4.2,      1.485699, ,           4.2,      1.337284, ,           4.2,      1.115398, , 
          4.4,      1.028983, ,           4.4,     0.8884869, ,           4.4,      1.669916, ,           4.4,     0.8491816, ,           4.4,     0.8379491, ,           4.4,     0.8273337, ,           4.4,     0.8241086, ,           4.4,     0.8225082, ,           4.4,      1.507769, ,           4.4,      1.354284, ,           4.4,      1.126405, , 
          4.6,      1.088688, ,           4.6,     0.8979495, ,           4.6,      1.691094, ,           4.6,     0.8502186, ,           4.6,     0.8387519, ,           4.6,     0.8280281, ,           4.6,     0.8248026, ,           4.6,     0.8232032, ,           4.6,      1.532381, ,           4.6,       1.37317, ,           4.6,      1.150661, , 
          4.8,      1.100708, ,           4.8,     0.9351427, ,           4.8,      1.714974, ,           4.8,     0.8516435, ,           4.8,     0.8398754, ,           4.8,      0.828994, ,           4.8,     0.8257529, ,           4.8,     0.8241462, ,           4.8,      1.560275, ,           4.8,      1.394724, ,           4.8,      1.160831, , 
, , , , , , , , ,             5,     0.8535292, ,             5,     0.8413368, ,             5,     0.8302193, ,             5,     0.8269547, ,             5,     0.8253393, , , , , , , , , , , 

