Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          3.8,      1.534474, ,           3.8,      1.424642, ,           3.8,      2.297593, ,           3.8,      1.366479, ,           3.8,      1.350248, ,           3.8,      1.347238, ,           3.8,      1.335553, ,           3.8,      1.331199, ,           3.8,      1.329016, ,           3.8,      2.125499, ,           3.8,      1.947319, ,           3.8,      1.690248, ,           3.8,      1.657868, , 
            4,      1.542152, ,             4,      1.430682, ,             4,      2.307386, ,             4,      1.368083, ,             4,      1.351122, ,             4,       1.34797, ,             4,      1.335875, ,             4,      1.331399, ,             4,      1.329136, ,             4,      2.138237, ,             4,      1.961377, ,             4,      1.703643, ,             4,      1.670075, , 
          4.2,      1.550579, ,           4.2,      1.437962, ,           4.2,      2.318105, ,           4.2,      1.370178, ,           4.2,      1.352375, ,           4.2,      1.349061, ,           4.2,      1.336514, ,           4.2,      1.331913, ,           4.2,      1.329577, ,           4.2,       2.15249, ,           4.2,       1.97809, ,           4.2,       1.72077, ,           4.2,      1.685508, , 
          4.4,      1.559751, ,           4.4,      1.446704, ,           4.4,      2.329595, ,           4.4,      1.372945, ,           4.4,      1.354067, ,           4.4,      1.350542, ,           4.4,      1.337447, ,           4.4,       1.33271, ,           4.4,        1.3303, ,           4.4,      2.167854, ,           4.4,      1.996434, ,           4.4,      1.739951, ,           4.4,      1.702764, , 
          4.6,      1.569205, ,           4.6,      1.456237, ,           4.6,      2.340922, ,           4.6,      1.376383, ,           4.6,      1.356214, ,           4.6,      1.352429, ,           4.6,      1.338667, ,           4.6,      1.333774, ,           4.6,      1.331283, ,           4.6,      2.182481, ,           4.6,      2.012908, ,           4.6,      1.755898, ,           4.6,      1.717343, , 
          4.8,      1.579747, ,           4.8,      1.466342, ,           4.8,        2.3521, ,           4.8,      1.380777, ,           4.8,      1.358878, ,           4.8,      1.354744, ,           4.8,      1.340175, ,           4.8,      1.335124, ,           4.8,      1.332557, ,           4.8,      2.196494, ,           4.8,      2.027774, ,           4.8,      1.769238, ,           4.8,      1.729921, , 
            5,      1.590471, ,             5,      1.476785, ,             5,      2.363475, ,             5,      1.386415, ,             5,       1.36222, ,             5,      1.357627, ,             5,      1.342031, ,             5,      1.336776, ,             5,      1.334114, ,             5,      2.210513, ,             5,      2.042283, ,             5,      1.781575, ,             5,      1.741665, , 
          5.2,      1.602438, ,           5.2,      1.487465, ,           5.2,      2.375138, ,           5.2,      1.394619, ,           5.2,       1.36669, ,           5.2,      1.361358, ,           5.2,      1.344244, ,           5.2,      1.338734, ,           5.2,      1.335934, ,           5.2,       2.22474, ,           5.2,      2.056812, ,           5.2,      1.793761, ,           5.2,      1.753498, , 
          5.4,      1.618901, ,           5.4,      1.498519, ,           5.4,       2.38734, ,           5.4,      1.406811, ,           5.4,      1.372758, ,           5.4,      1.366218, ,           5.4,      1.346839, ,           5.4,      1.341032, ,           5.4,       1.33809, ,           5.4,      2.239557, ,           5.4,      2.071925, ,           5.4,      1.806922, ,           5.4,       1.76687, , 
          5.6,      1.662368, ,           5.6,      1.511513, , , , ,           5.6,       1.42494, ,           5.6,      1.381115, ,           5.6,      1.372649, ,           5.6,      1.349851, ,           5.6,      1.343691, ,           5.6,      1.340575, , , , , , , ,           5.6,       1.82547, ,           5.6,      1.789234, , 
          5.8,      1.674603, ,           5.8,      1.524776, , , , ,           5.8,      1.443695, ,           5.8,      1.390091, ,           5.8,      1.379699, ,           5.8,      1.353375, ,           5.8,      1.346797, ,           5.8,      1.343468, , , , , , , ,           5.8,      1.839451, ,           5.8,      1.802645, , 
, , , , , , , , ,             6,      1.460392, ,             6,      1.399216, ,             6,      1.387331, ,             6,      1.357764, ,             6,      1.350534, ,             6,      1.346871, , , , , , , , , , , , , , 

